winner,loser,winner_rating_before,loser_rating_before,winner_rating_after,loser_rating_after,winner_expected,rating_change_winner,rating_change_loser
sup4_6b_t0.7,sup4_6b_t0.7,-13625.01181797882,-13625.01181797882,-13609.01181797882,-13641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-15225.01181797882,-15225.01181797882,-15209.01181797882,-15241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-16825.01181797882,-16825.01181797882,-16809.01181797882,-16841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-18425.01181797882,-18425.01181797882,-18409.01181797882,-18441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-20025.01181797882,-20025.01181797882,-20009.01181797882,-20041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-21625.01181797882,-21625.01181797882,-21609.01181797882,-21641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-23225.01181797882,-23225.01181797882,-23209.01181797882,-23241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-24825.01181797882,-24825.01181797882,-24809.01181797882,-24841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-26425.01181797882,-26425.01181797882,-26409.01181797882,-26441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-28025.01181797882,-28025.01181797882,-28009.01181797882,-28041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-29625.01181797882,-29625.01181797882,-29609.01181797882,-29641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-31225.01181797882,-31225.01181797882,-31209.01181797882,-31241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-32825.01181797882,-32825.01181797882,-32809.01181797882,-32841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-34425.01181797882,-34425.01181797882,-34409.01181797882,-34441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-36025.01181797882,-36025.01181797882,-36009.01181797882,-36041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-37625.01181797882,-37625.01181797882,-37609.01181797882,-37641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-39225.01181797882,-39225.01181797882,-39209.01181797882,-39241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-40825.01181797882,-40825.01181797882,-40809.01181797882,-40841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-42425.01181797882,-42425.01181797882,-42409.01181797882,-42441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-44025.01181797882,-44025.01181797882,-44009.01181797882,-44041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-45625.01181797882,-45625.01181797882,-45609.01181797882,-45641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-47225.01181797882,-47225.01181797882,-47209.01181797882,-47241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-48825.01181797882,-48825.01181797882,-48809.01181797882,-48841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-50425.01181797882,-50425.01181797882,-50409.01181797882,-50441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-52025.01181797882,-52025.01181797882,-52009.01181797882,-52041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-53625.01181797882,-53625.01181797882,-53609.01181797882,-53641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-55225.01181797882,-55225.01181797882,-55209.01181797882,-55241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-56825.01181797882,-56825.01181797882,-56809.01181797882,-56841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-58425.01181797882,-58425.01181797882,-58409.01181797882,-58441.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-60025.01181797882,-60025.01181797882,-60009.01181797882,-60041.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-61625.01181797882,-61625.01181797882,-61609.01181797882,-61641.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-63225.01181797882,-63225.01181797882,-63209.01181797882,-63241.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-64825.01181797882,-64825.01181797882,-64809.01181797882,-64841.01181797882,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-66425.01181797881,-66425.01181797881,-66409.01181797881,-66441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-68025.01181797881,-68025.01181797881,-68009.01181797881,-68041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-69625.01181797881,-69625.01181797881,-69609.01181797881,-69641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-71225.01181797881,-71225.01181797881,-71209.01181797881,-71241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-72825.01181797881,-72825.01181797881,-72809.01181797881,-72841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-74425.01181797881,-74425.01181797881,-74409.01181797881,-74441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-76025.01181797881,-76025.01181797881,-76009.01181797881,-76041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-77625.01181797881,-77625.01181797881,-77609.01181797881,-77641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-79225.01181797881,-79225.01181797881,-79209.01181797881,-79241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-80825.01181797881,-80825.01181797881,-80809.01181797881,-80841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-82425.01181797881,-82425.01181797881,-82409.01181797881,-82441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-84025.01181797881,-84025.01181797881,-84009.01181797881,-84041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-85625.01181797881,-85625.01181797881,-85609.01181797881,-85641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-87225.01181797881,-87225.01181797881,-87209.01181797881,-87241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-88825.01181797881,-88825.01181797881,-88809.01181797881,-88841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-90425.01181797881,-90425.01181797881,-90409.01181797881,-90441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-92025.01181797881,-92025.01181797881,-92009.01181797881,-92041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-93625.01181797881,-93625.01181797881,-93609.01181797881,-93641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-95225.01181797881,-95225.01181797881,-95209.01181797881,-95241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-96825.01181797881,-96825.01181797881,-96809.01181797881,-96841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-98425.01181797881,-98425.01181797881,-98409.01181797881,-98441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-100025.01181797881,-100025.01181797881,-100009.01181797881,-100041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-101625.01181797881,-101625.01181797881,-101609.01181797881,-101641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-103225.01181797881,-103225.01181797881,-103209.01181797881,-103241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-104825.01181797881,-104825.01181797881,-104809.01181797881,-104841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-106425.01181797881,-106425.01181797881,-106409.01181797881,-106441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-108025.01181797881,-108025.01181797881,-108009.01181797881,-108041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-109625.01181797881,-109625.01181797881,-109609.01181797881,-109641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-111225.01181797881,-111225.01181797881,-111209.01181797881,-111241.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-112825.01181797881,-112825.01181797881,-112809.01181797881,-112841.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-114425.01181797881,-114425.01181797881,-114409.01181797881,-114441.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-116025.01181797881,-116025.01181797881,-116009.01181797881,-116041.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-117625.01181797881,-117625.01181797881,-117609.01181797881,-117641.01181797881,0.5,16.0,-16.0
sup4_6b_t0.7,sup4_6b_t0.7,-119225.01181797881,-119225.01181797881,-119209.01181797881,-119241.01181797881,0.5,16.0,-16.0
ref,sup4_t0.7,-1142.9621459412747,-12009.141118254987,-1142.9621459380746,-12009.141118258187,0.9999999999,3.200057108188048e-09,-3.1996023608371615e-09
ref,pretrain_xl_t.7,-1092.192510254838,124.24277970380541,-1060.2215951058183,92.27186455478582,0.0009089015931379054,31.970915149019675,-31.97091514901959
pretrain_xl_t.7,pretrain_12b_t.5,-863.5208586956255,-1143.033896627026,-858.1856071915713,-1148.3691481310802,0.8332733904983073,5.335251504054213,-5.335251504054213
ref,sup4_t0.7,-923.0686914051041,-9641.141118738127,-923.0686914019041,-9641.141118741327,0.9999999999,3.200057108188048e-09,-3.1996023608371615e-09
ref,pretrain_xl_t.7,-982.3443012953604,-1916.5455407326738,-982.1971900991397,-1916.6926519288945,0.9954027751181005,0.14711119622074875,-0.14711119622074875
ref,sup4_t0.7,-1161.0097045995615,-8393.141119048489,-1161.0097045963614,-8393.141119051688,0.9999999999,3.200057108188048e-09,-3.1996023608371615e-09
ref,sup4_t0.7,-1291.2903747633213,-7721.141119211668,-1291.2903747601213,-7721.141119214868,0.9999999999,3.200057108188048e-09,-3.1996023608371615e-09
sup4_t0.7,pretrain_12b_t.5,-6921.1411193716485,-2007.9633418787648,-6889.141119374848,-2039.9633418755648,9.999999999e-11,31.999999996800398,-31.999999996799943
ref,pretrain_xl_t.7,-1925.8731728172625,-2898.828588472157,-1925.755368911539,-2898.946392377881,0.9963186279461447,0.11780390572334909,-0.11780390572357646
pretrain_xl_t.7,ref,-3030.739527959395,-2137.149430588958,-2998.9251579251863,-2168.9638006231667,0.005800936430969122,31.814370034208878,-31.814370034208878
sup4_t0.7,pretrain_xl_t.7,-4905.148515089528,-3201.13874561146,-4873.150273424809,-3233.136987276179,5.4947977538527766e-05,31.99824166471899,-31.99824166471899
sup4_t0.7,pretrain_12b_t.5,-4361.263269538865,-3006.184516165198,-4329.2763696586735,-3038.17141604539,0.0004093787440112414,31.98689988019123,-31.986899880191686
ref,sup4_t0.7,-3021.7931331425093,-3601.003450471074,-3020.6918116556476,-3602.1047719579356,0.9655837035355699,1.101321486861707,-1.101321486861707
pretrain_xl_t.7,sup4_t0.7,-3553.8752150253995,-3358.0322163064575,-3529.7039539789544,-3382.2034773529026,0.24464809229859588,24.171261046445125,-24.171261046445125
pretrain_12b_t.5,pretrain_xl_t.7,-3394.3205831328646,-3369.332507522593,-3377.1718197769555,-3386.481270878502,0.4641011451278466,17.148763355909068,-17.148763355909068
pretrain_12b_t.5,ref,-3182.632148083406,-3237.671023981843,-3169.1457903035557,-3251.157381761693,0.5785513193796857,13.486357779850096,-13.486357779850096
ref,sup4_t0.7,-3172.9102163380135,-3290.1490088916325,-3162.1132619577584,-3300.9459632718876,0.6625951756170326,10.796954380255102,-10.796954380255102
pretrain_12b_t.5,sup4_t0.7,-3305.2749016182756,-3378.689212058112,-3292.6063208751284,-3391.357792801259,0.6041068517766532,12.668580743147231,-12.668580743147231
ref,pretrain_12b_t.5,-3120.659820652801,-3239.7131545285624,-3109.93746496073,-3250.4355102206337,0.6649263846227689,10.722355692071233,-10.722355692071233
sup4_t0.7,pretrain_xl_t.7,-3339.1161473190796,-3442.9560152679255,-3327.7606736772063,-3454.3114889097988,0.6451414486914614,11.355473641873232,-11.355473641873232
ref,pretrain_12b_t.5,-3060.455237392453,-3375.663671101776,-3055.972137437391,-3380.1467710568377,0.859903126404326,4.483099955061789,-4.483099955061789
pretrain_12b_t.5,sup4_t0.7,-3365.1390699771696,-3319.153505691641,-3347.0336367532327,-3337.258938915578,0.43420521175197374,18.10543322393687,-18.10543322393687
pretrain_xl_t.7,sup4_t0.7,-3487.3460550709715,-3259.723513393954,-3462.144024162906,-3284.9255443020193,0.21243653412296454,25.202030908065353,-25.202030908065353
ref,pretrain_xl_t.7,-3106.9755077772015,-3522.2888664710745,-3104.2912880648796,-3524.9730861833964,0.9161181339899419,2.6842197123219194,-2.6842197123219194
sup4_t0.7,pretrain_xl_t.7,-3346.8076801022676,-3516.940221264662,-3338.071089125303,-3525.6768122416265,0.7269815319698613,8.736590976964635,-8.736590976964635
pretrain_12b_t.5,sup4_t0.7,-3282.1202407463993,-3260.759786292003,-3265.137792983297,-3277.742234055105,0.4692985074030501,16.9824477631023,-16.9824477631023
pretrain_12b_t.5,ref,-3264.893410015595,-3137.2902633485037,-3243.267766593886,-3158.9159067702126,0.32419864307159824,21.6256434217089,-21.6256434217089
ref,sup4_t0.7,-3247.8242736933125,-3166.8647831208386,-3228.1619978838257,-3186.5270589303254,0.38555388095354093,19.6622758094868,-19.6622758094868
pretrain_xl_t.7,sup4_t0.7,-3444.9740419463983,-3403.9046160810954,-3427.091485135869,-3421.787172891625,0.4411700996709522,17.882556810529422,-17.882556810529422
ref,pretrain_12b_t.5,-3270.5475526804357,-3264.5179210081965,-3254.269905754121,-3280.7955679345114,0.4913235335526562,16.2776469263149,-16.2776469263149
ref,pretrain_12b_t.5,-3038.765014340642,-3268.8534027697206,-3032.042730307798,-3275.5756868025646,0.789928623973617,6.7222840328440725,-6.7222840328440725
ref,sup4_t0.7,-3022.114726444145,-3294.2502000165055,-3016.5879895295116,-3299.776936931139,0.8272894714177013,5.526736914633602,-5.526736914633602
pretrain_12b_t.5,ref,-3253.0390495572333,-3138.1310723368338,-3231.9321995033097,-3159.2379223907574,0.340410935814883,21.10685005392361,-21.10685005392361
pretrain_12b_t.5,pretrain_xl_t.7,-3207.892300640779,-3562.538497158278,-3204.215074839458,-3566.215722959599,0.8850866937087079,3.6772258013211285,-3.6772258013211285
ref,pretrain_xl_t.7,-3118.5364336940993,-3522.645828492606,-3115.6893005196544,-3525.492961667051,0.9110270882985951,2.8471331744449344,-2.8471331744449344
ref,sup4_t0.7,-3071.516543767974,-3274.0944762508148,-3063.9147902573245,-3281.696229761464,0.7624452027922013,7.60175351064936,-7.60175351064936
ref,pretrain_12b_t.5,-3018.2863401621876,-3357.840424344398,-3014.316761476203,-3361.8100030303826,0.8759506660629789,3.969578685984743,-3.969578685984743
pretrain_12b_t.5,pretrain_xl_t.7,-3404.340787132301,-3561.5840872250997,-3395.125100557329,-3570.7997738000718,0.7120097945321248,9.215686574972096,-9.215686574972096
ref,sup4_t0.7,-3086.6996485905856,-3428.0278680087094,-3082.765445067256,-3431.962071532039,0.8770561398959607,3.9342035233294155,-3.9342035233294155
pretrain_12b_t.5,pretrain_xl_t.7,-3286.0100668122222,-3514.558928213602,-3279.240602316911,-3521.3283927089133,0.7884542345215172,6.76946449531124,-6.76946449531124
ref,pretrain_12b_t.5,-3092.150387365867,-3340.1617325472616,-3085.9595941930197,-3346.352525720109,0.8065377133485188,6.190793172847407,-6.190793172847407
pretrain_xl_t.7,ref,-3477.073977890357,-3263.810617664109,-3452.324995322303,-3288.559600232163,0.22659429474831483,24.74898256805409,-24.74898256805409
ref,pretrain_xl_t.7,-3170.2559524819494,-3414.4885040898853,-3163.9558220567947,-3420.78863451504,0.8031209242139125,6.300130425154748,-6.300130425154748
sup4_t0.7,pretrain_xl_t.7,-3153.5658439850968,-3471.467026349274,-3149.142167051303,-3475.8907032830675,0.8617600958189524,4.423676933793558,-4.423676933793558
ref,sup4_t0.7,-3114.7969817249127,-3285.9069283292365,-3106.0960802434824,-3294.6078298106668,0.7280968287053016,8.700901481430265,-8.700901481430265
sup4_t0.7,pretrain_12b_t.5,-3302.142461031472,-3345.558914875617,-3288.131519898963,-3359.5698560081264,0.5621580896090903,14.010941132509288,-14.010941132509288
ref,pretrain_xl_t.7,-3009.037791510627,-3559.3204590877685,-3007.744985211293,-3560.6132653871023,0.959599803145826,1.2928062993337335,-1.2928062993337335
pretrain_12b_t.5,sup4_t0.7,-3278.17900882466,-3414.1419201356434,-3268.139146137988,-3424.181782822315,0.6862542910415105,10.039862686671768,-10.039862686671768
pretrain_12b_t.5,ref,-3330.9945638316653,-3088.6824048989715,-3305.3508157869783,-3114.3261529436586,0.19863287360352683,25.643748044687072,-25.643748044687072
ref,pretrain_xl_t.7,-3091.5466874891213,-3582.0599658605734,-3089.7527359038795,-3583.853917445815,0.9439390129611932,1.7939515852417571,-1.7939515852417571
ref,pretrain_xl_t.7,-3036.3144687705844,-3546.2717732674137,-3034.7009036841146,-3547.8853383538835,0.9495760910478214,1.6135650864698619,-1.6135650864698619
sup4_6b_t0.7,pretrain_6b_t.7,-120153.01181809086,635.3353203575,-120121.01181809406,603.3353203607,9.999999999e-11,31.99999999679858,-31.999999996799943
ref,pretrain_6b_t.7,-3178.390486206333,-740.6646411471643,-3146.3905119597594,-772.664615393738,8.047945706018317e-07,31.999974246573856,-31.999974246573743
sup4_6b_t0.7,pretrain_6b_t.7,-118905.0118184142,-1956.6438360990142,-118873.0118184174,-1988.643836095814,9.999999999e-11,31.99999999679858,-31.999999996799943
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-7538.045248871769,-3165.34575068694,-7506.045248874969,-3197.34575068374,9.999999999e-11,31.999999996800398,-31.999999996799943
sup4_6b_ppo_rm4_6b_kl14,sup4_6b_t0.7,-6802.045265882572,-117561.01181872794,-6802.045265879372,-117561.01181873115,0.9999999999,3.1996023608371615e-09,-3.2014213502407074e-09
sup4_6b_ppo_rm4_6b_kl14,ref,-5970.162459521665,-4418.527590657354,-5938.166686260736,-4450.523363918284,0.0001320855959506523,31.995773260929127,-31.995773260930036
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-5287.75380807592,-5368.228779600364,-5275.394933232207,-5380.587654444076,0.6137851611339848,12.358874843712329,-12.358874843712329
ref,pretrain_6b_t.7,-5440.49151541159,-5712.0593281934025,-5434.9498218163635,-5717.601021788629,0.8268220751491872,5.5416935952262065,-5.5416935952262065
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-5450.261080102876,-6123.057079635867,-5449.6091209229735,-6123.709038815769,0.9796262756280568,0.6519591799024056,-0.6519591799024056
sup4_6b_ppo_rm4_6b_kl14,ref,-5486.131404082488,-5995.558011723189,-5484.513151779506,-5997.176264026171,0.9494296155318079,1.6182523029820004,-1.6182523029820004
ref,sup4_6b_ppo_rm4_6b_kl14,-6069.357375610755,-5761.511254917605,-6042.006360620227,-5788.862269908133,0.14528078154598012,27.35101499052871,-27.35101499052871
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-6018.792307127773,-6838.8736232954725,-6018.509757345825,-6839.15617307742,0.9911703193141409,0.2825497819476368,-0.2825497819476368
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-6112.280615228162,-6883.453594871261,-6111.907261330279,-6883.826948769144,0.988332690691146,0.3733538978831348,-0.3733538978831348
pretrain_6b_t.7,ref,-7202.354772972054,-6761.781389322008,-7172.702384442633,-6791.433777851429,0.07336285845558616,29.652388529420932,-29.652388529420932
sup4_6b_t0.7,pretrain_6b_t.7,-111513.01182032865,-7304.345366837734,-111481.01182033186,-7336.345366834535,9.999999999e-11,31.99999999679858,-31.999999996800398
sup4_6b_ppo_rm4_6b_kl14,sup4_6b_t0.7,-6924.502063463285,-110937.01182049193,-6924.502063460085,-110937.01182049513,0.9999999999,3.1996023608371615e-09,-3.2014213502407074e-09
sup4_6b_ppo_rm4_6b_kl14,sup4_6b_t0.7,-7060.470334750869,-110489.011820652,-7060.47033474767,-110489.0118206552,0.9999999999,3.1996023608371615e-09,-3.2014213502407074e-09
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-7340.51900215283,-7663.773887410632,-7336.211505027203,-7668.081384536258,0.8653907148241604,4.307497125626469,-4.307497125626469
ref,sup4_6b_ppo_rm4_6b_kl14,-7463.762364537905,-7451.971589876994,-7447.219587652998,-7468.514366761901,0.4830382223466271,16.542776884907653,-16.542776884907653
sup4_6b_ppo_rm4_6b_kl14,pretrain_6b_t.7,-7596.53039256784,-8375.520375501457,-7596.173283240725,-8375.877484828572,0.9888403335276675,0.3571093271148129,-0.3571093271148129
ref,sup4_6b_t0.7,-7953.408796199235,-108217.01182128588,-7953.408796196036,-108217.01182128908,0.9999999999,3.1996023608371615e-09,-3.2014213502407074e-09
pretrain_6b_t.7,ref,-8790.98608213112,-7958.387948289643,-8759.249151082528,-7990.124879338235,0.008220904731495475,31.73693104859194,-31.73693104859194
pretrain_6b_t.7,ref,-8869.464938431931,-8174.61386683528,-8838.040562549744,-8206.038242717466,0.01798825368167125,31.424375882186723,-31.424375882186723
pretrain_6b_t.7,sup4_6b_ppo_rm4_6b_kl14,-9005.69556527015,-8491.947255936871,-8975.27601959803,-8522.366801608992,0.049389197746223495,30.419545672120876,-30.419545672120876
ref,pretrain_6b_t.7,-9010.60534440569,-9199.128373994448,-9002.524756945462,-9207.208961454677,0.7474816418678674,8.080587460228344,-8.080587460228344
ref,pretrain_6b_t.7,-9082.861587372041,-9525.528048331886,-9080.540052138702,-9527.849583565225,0.9274520239581415,2.321535233339091,-2.321535233339091
ref,sup4_6b,-9167.936872313627,1410.5281648004081,-9135.936872316826,1378.5281648036082,9.999999999e-11,31.999999996800398,-31.999999996799943
sup4_6b_t.3,sup4_6b_t1,1464.205172315262,1367.375426230519,1475.8579722490958,1355.7226262966851,0.6358500020676919,11.652799933833876,-11.652799933833876
ref,sup4_6b,-7855.936872441611,408.2235001863527,-7823.93687244481,376.2235001895527,9.999999999e-11,31.999999996800398,-31.9999999968
ref,sup4_6b,-7055.936872502403,-338.7373927497017,-7023.936872505603,-370.7373927465017,9.999999999e-11,31.999999996800398,-31.9999999968
sup4_6b_t0.7,sup4_6b_p.95,-101337.01182283217,-1437.9606575685061,-101305.01182283537,-1469.960657565306,9.999999999e-11,31.99999999679858,-31.999999996799943
sup4_6b,sup4_6b_p.95,-1739.997218621069,-2012.0027803291355,-1734.4670616199282,-2017.5329373302761,0.8271825937143543,5.530157001140651,-5.530157001140651
ref,sup4_6b,-4783.93714988431,-2369.060975105688,-4751.937179258043,-2401.060945731955,9.179291558239476e-07,31.999970626266986,-31.999970626266986
sup4_6b,sup4_6b_t0.7,-2747.1488572433145,-99737.01182324515,-2747.1488572401145,-99737.01182324835,0.9999999999,3.200057108188048e-09,-3.2014213502407074e-09
sup4_6b_p.8,sup4_6b_p.9,1392.0068966260505,1383.1453121389372,1407.598894049439,1367.5533147155488,0.5127500805191121,15.59199742338842,-15.59199742338842
sup4_6b_p.95,sup4_6b,-3437.5429580345685,-3129.3220605824777,-3410.183377053883,-3156.6816415631633,0.14501309435357726,27.359580980685678,-27.359580980685678
sup4_6b_ppo_rm4_6b_t.5,ref,1445.1088270933683,-2627.380765678042,1445.1088270965683,-2627.380765681242,0.9999999999,3.200057108188048e-09,-3.200057108188048e-09
ref,sup4_6b_t.5,-1923.044537435552,1045.2437242349085,-1891.0445386501408,1013.2437254494974,3.795590310984115e-08,31.999998785411208,-31.999998785411094
sup4_6b,sup4_6b_p.95,-3055.3747154147086,-3589.5277057903754,-3053.96167733271,-3590.940743872374,0.9558425599375453,1.4130380819983657,-1.4130380819983657
ref,sup4_6b_p.7,-931.0388665023972,1177.3484640181052,-899.0390379689138,1145.3486354846218,5.35832864147507e-06,31.999828533483424,-31.999828533483424
sup4_6b_p.7,sup4_6b_p.9,922.9194975168659,1001.6366865791268,942.4837781808461,982.0724059151466,0.38861622925062056,19.564280663980185,-19.564280663980185
ref,sup4_6b_t0.7,82.1480657786697,-98073.01182360051,82.1480657818697,-98073.01182360371,0.9999999999,3.200000264769187e-09,-3.2014213502407074e-09
sup4_6b_ppo_rm4_6b_t.7,sup4_6b_ppo_rm4_6b_t.5,1127.95193935663,1105.1300656546819,1142.902462203843,1090.1795428074688,0.5327961610245899,14.950522847213051,-14.950522847213051
sup4_6b_t0.7,ref,-97881.01182364853,813.933279033178,-97849.01182365173,781.933279036378,9.999999999e-11,31.99999999679858,-31.999999996799943
ref,sup4_6b_p.95,825.2453793803277,-3895.8015212144983,825.2453793835277,-3895.8015212176983,0.9999999999,3.200057108188048e-09,-3.200057108188048e-09
ref,sup4_6b_t.3,776.4737321581075,590.298311977332,784.6362176158596,582.13582651958,0.7449223294452499,8.162485457752041,-8.162485457752041
sup4_6b_t0.7,sup4_6b,-97497.01182371256,-3354.5727669475477,-97465.01182371576,-3386.5727669443477,9.999999999e-11,31.99999999679858,-31.999999996799943
ref,sup4_6b_p.95,874.4135473095117,-4158.289543116746,874.4135473127117,-4158.289543119946,0.9999999999,3.1999434213503264e-09,-3.1996023608371615e-09
ref,sup4_6b_p.95,660.5222171510477,-4192.131913599095,660.5222171542478,-4192.131913602295,0.9999999999,3.200057108188048e-09,-3.1996023608371615e-09
sup4_6b_ppo_rm4_6b_t.7,sup4_6b_ppo_rm4_6b_t.5,928.2719037221351,1007.0214932529769,947.8376024075087,987.4557945676033,0.3885719160820736,19.565698685373604,-19.565698685373604
ref,sup4_6b_ppo_rm4_6b,803.3083712789448,863.0911780800168,822.0346183060782,844.3649310528834,0.4148047804020823,18.726247027133354,-18.726247027133354
sup4_6b_ppo_rm4_6b,sup4_6b_ppo_rm4_6b_t.7,931.1219499420571,871.3075890575432,944.3942920057863,858.035246993814,0.5852393105084613,13.272342063729184,-13.272342063729184
sup4_6b_t.5,ref,617.6516552665964,616.9322772382171,633.618526731451,600.9654057733626,0.501035266723296,15.966871464854535,-15.966871464854535
ref,sup4_6b_p.9,683.6570051061256,657.9735797059695,698.4763893993114,643.1541954127837,0.5368942408379407,14.819384293185863,-14.819384293185863
sup4_6b_t.5,sup4_6b_t1,513.6856270777638,429.1489546789329,525.867619224205,416.9669625324917,0.6193127454237126,12.181992146441189,-12.181992146441189
sup4_6b_t1,sup4_6b_t.3,333.5794830487801,533.7753738753332,357.8979693174063,509.456887606707,0.24004730410543113,24.318486268626202,-24.318486268626202
sup4_6b_ppo_rm4_6b_t.5,sup4_6b_ppo_rm4_6b_t.7,820.0836652939915,819.5986710239991,836.0613304969734,803.6210058210173,0.5006979624068182,15.977665202981825,-15.977665202981825
