metric,weight,individual_correlation
rouge1_f,0.1111111111111111,0.5659340659340659
rouge1_p,0.1111111111111111,0.03296703296703297
rouge1_r,0.1111111111111111,0.5659340659340659
rouge2_f,0.1111111111111111,0.532967032967033
rouge2_p,0.1111111111111111,0.049450549450549455
rouge2_r,0.1111111111111111,0.5274725274725275
rougeL_f,0.1111111111111111,0.5714285714285714
rougeL_p,0.1111111111111111,0.021978021978021976
rougeL_r,0.1111111111111111,0.5824175824175823
