Row,loser,winner
0,0.0335816326530612,0.0594430298857995
1,0.0594430298857995,0.0527325686684629
2,0.0554085850556438,0.0527325686684629
3,0.0335816326530612,0.0554085850556438
4,0.0672283703491808,0.0535289835934631
5,0.0215601724813798,0.1153863638037059
6,0.0215601724813798,0.0535289835934631
7,0.0672283703491808,0.1153863638037059
8,0.0279589934762348,0.0531914893617021
9,0.0279589934762348,0.0445717320385403
10,0.0445717320385403,0.0757573370555571
11,0.0531914893617021,0.0757573370555571
12,0.0380124046481785,0.0449722902724665
13,0.0206084528220825,0.0449722902724665
14,0.0206084528220825,0.0788401586277526
15,0.0788401586277526,0.0380124046481785
16,0.0393996247654784,0.026345502446368
17,0.0635039223010833,0.026345502446368
18,0.0393996247654784,0.1144733774710929
19,0.0635039223010833,0.1144733774710929
20,0.0747360823281435,0.0288808664259927
21,0.026878612716763,0.0747360823281435
22,0.0217548948513415,0.026878612716763
23,0.0217548948513415,0.0288808664259927
24,0.1214835303031364,0.0527009222661396
25,0.0033602150537634,0.0527009222661396
26,0.0703279907468605,0.1214835303031364
27,0.0033602150537634,0.0703279907468605
28,0.0327868852459016,0.0509917725169476
29,0.0423860157975434,0.0789997195398253
30,0.0327868852459016,0.0789997195398253
31,0.0423860157975434,0.0509917725169476
32,0.0349326988557544,0.032994923857868
33,0.0349326988557544,0.0279329608938547
34,0.0279329608938547,0.0857925329756315
35,0.032994923857868,0.0857925329756315
36,0.0545510601901579,0.0388843064387858
37,0.0342019543973941,0.0614308198976285
38,0.0342019543973941,0.0545510601901579
39,0.0614308198976285,0.0388843064387858
40,0.0967061190232528,0.0499846258840116
41,0.0202064660691421,0.0316455696202531
42,0.0202064660691421,0.0499846258840116
43,0.0967061190232528,0.0316455696202531
44,0.0689111105471096,0.047845196008517
45,0.0246204349610176,0.0865785094796289
46,0.0246204349610176,0.047845196008517
47,0.0689111105471096,0.0865785094796289
48,0.0065731814198071,0.0647882545540708
49,0.0647320147497704,0.0854611621524877
50,0.0065731814198071,0.0854611621524877
51,0.0647320147497704,0.0647882545540708
52,0.0459145751227269,0.083180574953445
53,0.0459145751227269,0.1271225051981344
54,0.083180574953445,0.0331277241594022
55,0.1271225051981344,0.0331277241594022
56,0.0491385078621612,0.0290797126240164
57,0.0698890969644639,0.0290797126240164
58,0.0627352450554122,0.0698890969644639
59,0.0491385078621612,0.0627352450554122
60,0.0491385078621612,0.0290797126240164
61,0.0698890969644639,0.0290797126240164
62,0.0698890969644639,0.0627352450554122
63,0.0491385078621612,0.0627352450554122
64,0.0290797126240164,0.0491385078621612
65,0.0290797126240164,0.0698890969644639
66,0.0627352450554122,0.0698890969644639
67,0.0491385078621612,0.0627352450554122
68,0.0491385078621612,0.0290797126240164
69,0.0290797126240164,0.0698890969644639
70,0.0627352450554122,0.0698890969644639
71,0.0627352450554122,0.0491385078621612
72,0.0491385078621612,0.0290797126240164
73,0.0698890969644639,0.0290797126240164
74,0.0627352450554122,0.0698890969644639
75,0.0491385078621612,0.0627352450554122
