Metric,Optimal_Weight,Mean_CV_Accuracy,Std_CV_Accuracy
bleu,-0.5890657674797037,0.5828749999999999,0.006526388741103305
bleurt,2.925275508702103,0.5828749999999999,0.006526388741103305
meteor,2.757309697703062,0.5828749999999999,0.006526388741103305
rouge,2.8647079467144123,0.5828749999999999,0.006526388741103305
verbatim,0.0,0.5828749999999999,0.006526388741103305
