Metric,Optimal_Weight,Mean_CV_Correlation,Std_CV_Correlation
bleu,0.2,0.1486115242825261,0.01836355753907619
bleurt,0.2,0.1486115242825261,0.01836355753907619
meteor,0.2,0.1486115242825261,0.01836355753907619
rouge,0.2,0.1486115242825261,0.01836355753907619
verbatim,0.2,0.1486115242825261,0.01836355753907619
