Row,loser,winner
0,0.4495256543159485,0.432623028755188
1,0.432623028755188,0.4503598213195801
2,0.4454491138458252,0.4503598213195801
3,0.4495256543159485,0.4454491138458252
4,0.3552536964416504,0.3542066812515259
5,0.3432549238204956,0.3499931395053863
6,0.3432549238204956,0.3542066812515259
7,0.3552536964416504,0.3499931395053863
8,0.4204825162887573,0.4358450174331665
9,0.4204825162887573,0.4091954827308655
10,0.4091954827308655,0.4519507884979248
11,0.4358450174331665,0.4519507884979248
12,0.2877336740493774,0.2825581431388855
13,0.2823708653450012,0.2825581431388855
14,0.2823708653450012,0.2924460172653198
15,0.2924460172653198,0.2877336740493774
16,0.4750151038169861,0.4486106634140014
17,0.4507923722267151,0.4486106634140014
18,0.4750151038169861,0.4995969533920288
19,0.4507923722267151,0.4995969533920288
20,0.3798427581787109,0.3500537872314453
21,0.4001630544662475,0.3798427581787109
22,0.3737697601318359,0.4001630544662475
23,0.3737697601318359,0.3500537872314453
24,0.4191677570343017,0.3921060860157013
25,0.3873757421970367,0.3921060860157013
26,0.3714891076087951,0.4191677570343017
27,0.3873757421970367,0.3714891076087951
28,0.41679447889328,0.4597008824348449
29,0.4401564002037048,0.4412093758583069
30,0.41679447889328,0.4412093758583069
31,0.4401564002037048,0.4597008824348449
32,0.4519849419593811,0.4868619441986084
33,0.4519849419593811,0.4619640707969665
34,0.4619640707969665,0.4633359313011169
35,0.4868619441986084,0.4633359313011169
36,0.4293760061264038,0.4298928380012512
37,0.4327319860458374,0.4374260306358337
38,0.4327319860458374,0.4293760061264038
39,0.4374260306358337,0.4298928380012512
40,0.3169555068016052,0.3115344047546386
41,0.2731470465660095,0.3039880394935608
42,0.2731470465660095,0.3115344047546386
43,0.3169555068016052,0.3039880394935608
44,0.4210874438285827,0.4291639328002929
45,0.4165158867835998,0.4522138833999634
46,0.4165158867835998,0.4291639328002929
47,0.4210874438285827,0.4522138833999634
48,0.4131971001625061,0.4531891942024231
49,0.4312549829483032,0.4630027413368225
50,0.4131971001625061,0.4630027413368225
51,0.4312549829483032,0.4531891942024231
52,0.3860306143760681,0.4118099808692932
53,0.3860306143760681,0.4251691699028015
54,0.4118099808692932,0.3901912271976471
55,0.4251691699028015,0.3901912271976471
56,0.3458000421524048,0.3759142458438873
57,0.3619409203529358,0.3759142458438873
58,0.3782553672790527,0.3619409203529358
59,0.3458000421524048,0.3782553672790527
60,0.3458000421524048,0.3759142458438873
61,0.3619409203529358,0.3759142458438873
62,0.3619409203529358,0.3782553672790527
63,0.3458000421524048,0.3782553672790527
64,0.3759142458438873,0.3458000421524048
65,0.3759142458438873,0.3619409203529358
66,0.3782553672790527,0.3619409203529358
67,0.3458000421524048,0.3782553672790527
68,0.3458000421524048,0.3759142458438873
69,0.3759142458438873,0.3619409203529358
70,0.3782553672790527,0.3619409203529358
71,0.3782553672790527,0.3458000421524048
72,0.3458000421524048,0.3759142458438873
73,0.3619409203529358,0.3759142458438873
74,0.3782553672790527,0.3619409203529358
75,0.3458000421524048,0.3782553672790527
76,0.3458000421524048,0.3759142458438873
77,0.3759142458438873,0.3619409203529358
78,0.3619409203529358,0.3782553672790527
79,0.3458000421524048,0.3782553672790527
80,0.3458000421524048,0.3759142458438873
81,0.3759142458438873,0.3619409203529358
82,0.3782553672790527,0.3619409203529358
83,0.3782553672790527,0.3458000421524048
84,0.3759142458438873,0.3458000421524048
85,0.3759142458438873,0.3619409203529358
86,0.3782553672790527,0.3619409203529358
87,0.3458000421524048,0.3782553672790527
88,0.3458000421524048,0.3759142458438873
89,0.3759142458438873,0.3619409203529358
90,0.3619409203529358,0.3782553672790527
91,0.3458000421524048,0.3782553672790527
92,0.3458000421524048,0.3759142458438873
93,0.3619409203529358,0.3759142458438873
94,0.3782553672790527,0.3619409203529358
95,0.3458000421524048,0.3782553672790527
96,0.3458000421524048,0.3759142458438873
97,0.3759142458438873,0.3619409203529358
98,0.3782553672790527,0.3619409203529358
99,0.3458000421524048,0.3782553672790527
100,0.3458000421524048,0.3759142458438873
101,0.3759142458438873,0.3619409203529358
102,0.3782553672790527,0.3619409203529358
103,0.3782553672790527,0.3458000421524048
104,0.3458000421524048,0.3759142458438873
105,0.3619409203529358,0.3759142458438873
106,0.3782553672790527,0.3619409203529358
107,0.3458000421524048,0.3782553672790527
108,0.3458000421524048,0.3759142458438873
109,0.3759142458438873,0.3619409203529358
110,0.3619409203529358,0.3782553672790527
111,0.3458000421524048,0.3782553672790527
112,0.3759142458438873,0.3458000421524048
113,0.3759142458438873,0.3619409203529358
114,0.3782553672790527,0.3619409203529358
115,0.3458000421524048,0.3782553672790527
116,0.3458000421524048,0.3759142458438873
117,0.3619409203529358,0.3759142458438873
118,0.3619409203529358,0.3782553672790527
119,0.3458000421524048,0.3782553672790527
120,0.3458000421524048,0.3759142458438873
121,0.3759142458438873,0.3619409203529358
122,0.3782553672790527,0.3619409203529358
123,0.3458000421524048,0.3782553672790527
124,0.3458000421524048,0.3759142458438873
125,0.3759142458438873,0.3619409203529358
126,0.3782553672790527,0.3619409203529358
127,0.3458000421524048,0.3782553672790527
128,0.3458000421524048,0.3759142458438873
129,0.3759142458438873,0.3619409203529358
130,0.3782553672790527,0.3619409203529358
131,0.3458000421524048,0.3782553672790527
132,0.4109190106391907,0.378643661737442
133,0.4015672206878662,0.4009209871292114
134,0.4109190106391907,0.4009209871292114
135,0.4015672206878662,0.378643661737442
136,0.4171223640441894,0.3659468293190002
137,0.4171223640441894,0.4282116293907165
138,0.3659468293190002,0.3644069731235504
139,0.4282116293907165,0.3644069731235504
140,0.3568007946014404,0.3469864130020141
141,0.3568007946014404,0.3625756800174713
142,0.3625756800174713,0.3698390126228332
143,0.3469864130020141,0.3698390126228332
