winner,loser,winner_rating_before,loser_rating_before,winner_rating_after,loser_rating_after,winner_expected,rating_change_winner,rating_change_loser
sup1,sup1,769.6159522092204,769.6159522092204,785.6159522092204,753.6159522092204,0.5,16.0,-16.0
sup1,ref,753.6159522092204,1302.3840477907795,784.3122864004766,1271.6877135995232,0.04073955652324304,30.696334191256256,-30.696334191256256
sup1,ref,784.3122864004766,1271.6877135995232,814.4875009930322,1241.5124990069676,0.0570245439826377,30.175214592555562,-30.175214592555676
sup1,sup1,814.4875009930322,814.4875009930322,830.4875009930322,798.4875009930322,0.5,16.0,-16.0
sup1,sup1,798.4875009930322,798.4875009930322,814.4875009930322,782.4875009930322,0.5,16.0,-16.0
ref,sup1,1241.5124990069676,782.4875009930322,1243.6392651759777,780.3607348240221,0.9335385572184329,2.126766169010125,-2.126766169010125
ref,sup1,1243.6392651759777,780.3607348240221,1245.7179307894528,778.282069210547,0.9350416995789037,2.0786656134750956,-2.0786656134750956
sup1,sup1,778.282069210547,778.282069210547,794.282069210547,762.282069210547,0.5,16.0,-16.0
sup1,sup1,762.282069210547,762.282069210547,778.282069210547,746.282069210547,0.5,16.0,-16.0
ref,sup1,1245.7179307894528,746.282069210547,1247.4268633477782,744.5731366522216,0.9465958575523314,1.7089325583253867,-1.7089325583253867
ref,sup1,1247.4268633477782,744.5731366522216,1249.1042468108121,742.8957531891876,0.9475817667801906,1.677383463033948,-1.677383463033948
sup1,sup1,742.8957531891876,742.8957531891876,758.8957531891876,726.8957531891876,0.5,16.0,-16.0
sup1,sup1,726.8957531891876,726.8957531891876,742.8957531891876,710.8957531891876,0.5,16.0,-16.0
ref,sup1,1249.1042468108121,710.8957531891876,1250.486087097376,709.5139129026237,0.9568174910448782,1.381840286563829,-1.3818402865639428
ref,sup1,1250.486087097376,709.5139129026237,1251.847045168355,708.1529548316446,0.9574700602819043,1.3609580709789952,-1.360958070979109
sup1,sup1,708.1529548316446,708.1529548316446,724.1529548316446,692.1529548316446,0.5,16.0,-16.0
sup1,sup1,692.1529548316446,692.1529548316446,708.1529548316446,676.1529548316446,0.5,16.0,-16.0
ref,sup1,1251.847045168355,676.1529548316446,1252.9700953592383,675.0299046407614,0.9649046815348991,1.1230501908833048,-1.1230501908831911
ref,sup1,1252.9700953592383,675.0299046407614,1254.0792184825461,673.9207815174534,0.9653399023966261,1.1091231233078815,-1.1091231233079952
sup1,sup1,673.9207815174534,673.9207815174534,689.9207815174534,657.9207815174534,0.5,16.0,-16.0
sup1,sup1,657.9207815174534,657.9207815174534,673.9207815174534,641.9207815174534,0.5,16.0,-16.0
sup1,sup1,641.9207815174534,641.9207815174534,657.9207815174534,625.9207815174534,0.5,16.0,-16.0
ref,sup1,1254.0792184825461,625.9207815174534,1254.9171906961706,625.082809303829,0.9738133683242378,0.8379722136244254,-0.8379722136244254
ref,sup1,1254.9171906961706,625.082809303829,1255.747326148481,624.2526738515186,0.9740582671152987,0.8301354523105147,-0.830135452310401
sup1,sup1,624.2526738515186,624.2526738515186,640.2526738515186,608.2526738515186,0.5,16.0,-16.0
sup1,sup1,608.2526738515186,608.2526738515186,624.2526738515186,592.2526738515186,0.5,16.0,-16.0
ref,sup1,1255.747326148481,592.2526738515186,1256.4343746156771,591.5656253843226,0.9785297354001248,0.6870484671960639,-0.6870484671959503
ref,sup1,1256.4343746156771,591.5656253843226,1257.1161253329672,590.8838746670326,0.9786952900846856,0.681750717290015,-0.681750717290015
sup1,sup1,590.8838746670326,590.8838746670326,606.8838746670326,574.8838746670326,0.5,16.0,-16.0
sup1,sup1,574.8838746670326,574.8838746670326,590.8838746670326,558.8838746670326,0.5,16.0,-16.0
ref,sup1,1257.1161253329672,558.8838746670326,1257.6808498516689,558.319150148331,0.9823523587905746,0.5647245187017234,-0.5647245187016097
ref,sup1,1257.6808498516689,558.319150148331,1258.2419788239645,557.7580211760353,0.9824647196157595,0.5611289722955917,-0.5611289722957054
sup1,sup1,557.7580211760353,557.7580211760353,573.7580211760353,541.7580211760353,0.5,16.0,-16.0
sup1,sup1,541.7580211760353,541.7580211760353,557.7580211760353,525.7580211760353,0.5,16.0,-16.0
ref,sup1,1258.2419788239645,525.7580211760353,1258.7071160002172,525.2928839997827,0.9854644632421059,0.46513717625271056,-0.4651371762525969
ref,sup1,1258.7071160002172,525.2928839997827,1259.1698049017004,524.8301950982994,0.985540971828648,0.46268890148326136,-0.46268890148326136
ref,sup1,1259.1698049017004,524.8301950982994,1259.6300710136154,524.3699289863844,0.9856166840026556,0.4602661119149616,-0.46026611191507527
ref,sup1,1259.6300710136154,524.3699289863844,1260.0879394268893,523.9120605731105,0.9856916120851904,0.45786841327389993,-0.45786841327389993
sup1,sup1,523.9120605731105,523.9120605731105,539.9120605731105,507.91206057311047,0.5,16.0,-16.0
sup1,sup1,507.91206057311047,507.91206057311047,523.9120605731105,491.91206057311047,0.5,16.0,-16.0
sup1,sup1,491.91206057311047,491.91206057311047,507.91206057311047,475.91206057311047,0.5,16.0,-16.0
sup1,ref,475.91206057311047,1260.0879394268893,507.5653404717406,1228.434659528259,0.0108350031678073,31.65327989863016,-31.653279898630217
sup1,sup1,507.5653404717406,507.5653404717406,523.5653404717407,491.5653404717406,0.5,16.000000000000057,-16.0
sup1,ref,491.5653404717406,1228.434659528259,523.1116339297853,1196.8883660702145,0.01417832943610545,31.54629345804466,-31.5462934580446
sup1,sup1,523.1116339297853,523.1116339297853,539.1116339297853,507.1116339297853,0.5,16.0,-16.0
ref,sup1,1196.8883660702145,507.1116339297853,1197.4807364446704,506.5192635553293,0.9814884257982509,0.5923703744558679,-0.5923703744559816
sup1,sup1,506.5192635553293,506.5192635553293,522.5192635553293,490.5192635553293,0.5,16.0,-16.0
ref,sup1,1197.4807364446704,490.5192635553293,1198.0182499248021,489.98175007519745,0.983202703745879,0.5375134801317927,-0.5375134801318495
ref,sup1,1198.0182499248021,489.98175007519745,1198.5525027158183,489.4474972841814,0.9833046002807485,0.5342527910161152,-0.5342527910160584
sup1,sup1,489.4474972841814,489.4474972841814,505.4474972841814,473.4474972841814,0.5,16.0,-16.0
sup1,sup1,473.4474972841814,473.4474972841814,489.4474972841814,457.4474972841814,0.5,16.0,-16.0
ref,sup1,1198.5525027158183,457.4474972841814,1198.9954317736313,457.00456822636835,0.9861584669433419,0.4429290578129894,-0.44292905781304626
ref,sup1,1198.9954317736313,457.00456822636835,1199.4361389316382,456.5638610683614,0.9862279013122824,0.44070715800694416,-0.44070715800694416
sup1,sup1,456.5638610683614,456.5638610683614,472.5638610683614,440.5638610683614,0.5,16.0,-16.0
sup1,sup1,440.5638610683614,440.5638610683614,456.5638610683614,424.5638610683614,0.5,16.0,-16.0
ref,sup1,1199.4361389316382,424.5638610683614,1199.8017162297397,424.19828377025993,0.9885757094343288,0.36557729810147066,-0.36557729810147066
ref,sup1,1199.8017162297397,424.19828377025993,1200.1657755645056,423.834224435494,0.9886231457885635,0.3640593347658978,-0.36405933476595465
sup1,ref,423.834224435494,1200.1657755645056,455.47167056913264,1168.528329430867,0.011329808323792434,31.63744613363866,-31.637446133638605
sup1,sup1,455.47167056913264,455.47167056913264,471.47167056913264,439.47167056913264,0.5,16.0,-16.0
sup1,sup1,439.47167056913264,439.47167056913264,455.47167056913264,423.47167056913264,0.5,16.0,-16.0
sup1,sup1,423.47167056913264,423.47167056913264,439.47167056913264,407.47167056913264,0.5,16.0,-16.0
sup1,sup1,407.47167056913264,407.47167056913264,423.47167056913264,391.47167056913264,0.5,16.0,-16.0
sup1,ref,391.47167056913264,1168.528329430867,423.11060982940364,1136.889390170596,0.011283148116531775,31.638939260271002,-31.638939260270945
sup1,ref,423.11060982940364,1136.889390170596,454.5934474574582,1105.4065525425415,0.0161613241232951,31.48283762805454,-31.48283762805454
ref,sup1,1105.4065525425415,454.5934474574582,1106.1444324163795,453.8555675836201,0.9769412539425596,0.7378798738379828,-0.7378798738380965
sup1,sup1,453.8555675836201,453.8555675836201,469.8555675836201,437.8555675836201,0.5,16.0,-16.0
ref,sup1,1106.1444324163795,437.8555675836201,1106.8131700005708,437.1868299994287,0.9791019504940194,0.6687375841913763,-0.6687375841913763
sup1,sup1,437.1868299994287,437.1868299994287,453.1868299994287,421.1868299994287,0.5,16.0,-16.0
sup1,ref,421.1868299994287,1106.8131700005708,452.5804079752117,1075.4195920247878,0.018950688256781034,31.39357797578299,-31.393577975783046
ref,sup1,1075.4195920247878,452.5804079752117,1076.2829169399897,451.7170830600097,0.9730210963999381,0.8633249152019289,-0.8633249152019857
sup1,sup1,451.7170830600097,451.7170830600097,467.7170830600097,435.7170830600097,0.5,16.0,-16.0
sup1,sup1,435.7170830600097,435.7170830600097,451.7170830600097,419.7170830600097,0.5,16.0,-16.0
sup1,sup1,419.7170830600097,419.7170830600097,435.7170830600097,403.7170830600097,0.5,16.0,-16.0
ref,sup1,1076.2829169399897,403.7170830600097,1076.9357228656913,403.06427713430804,0.979599814821822,0.6528059257016139,-0.6528059257016707
sup1,sup1,403.06427713430804,403.06427713430804,419.06427713430804,387.06427713430804,0.5,16.0,-16.0
ref,sup1,1076.9357228656913,387.06427713430804,1077.5277763326537,386.47222366734565,0.9814983291574245,0.5920534669623976,-0.5920534669623976
sup1,sup1,386.47222366734565,386.47222366734565,402.47222366734565,370.47222366734565,0.5,16.0,-16.0
sup1,ref,370.47222366734565,1077.5277763326537,401.9349963220607,1046.0650036779386,0.01678835454015418,31.46277265471508,-31.46277265471508
ref,sup1,1046.0650036779386,401.9349963220607,1046.831130770212,401.16886922978733,0.9760585283664559,0.7661270922733365,-0.7661270922733934
sup1,sup1,401.16886922978733,401.16886922978733,417.16886922978733,385.16886922978733,0.5,16.0,-16.0
sup1,ref,385.16886922978733,1046.831130770212,416.47469340038367,1015.5253065996156,0.02169299466886519,31.30582417059634,-31.30582417059634
ref,sup1,1015.5253065996156,416.47469340038367,1016.5114261641761,415.4885738358232,0.9691837636074855,0.9861195645604539,-0.9861195645604539
sup1,sup1,415.4885738358232,415.4885738358232,431.4885738358232,399.4885738358232,0.5,16.0,-16.0
sup1,ref,399.4885738358232,1016.5114261641761,430.59667345326307,985.4033265467363,0.02787188695500464,31.108099617439848,-31.108099617439848
ref,sup1,985.4033265467363,430.59667345326307,986.6642094516194,429.3357905483799,0.9605974092224009,1.2608829048831467,-1.2608829048831467
sup1,sup1,429.3357905483799,429.3357905483799,445.3357905483799,413.3357905483799,0.5,16.0,-16.0
ref,sup1,986.6642094516194,413.3357905483799,987.8021102841382,412.19788971586115,0.9644405989837884,1.137900832518767,-1.137900832518767
ref,sup1,987.8021102841382,412.19788971586115,988.925721209621,411.0742787903784,0.9648871585786635,1.123610925482808,-1.123610925482751
sup1,sup1,411.0742787903784,411.0742787903784,427.0742787903784,395.0742787903784,0.5,16.0,-16.0
sup1,ref,395.0742787903784,988.925721209621,426.05915012637445,957.940849873625,0.03172277075012436,30.984871335996047,-30.98487133599599
ref,sup1,957.940849873625,426.05915012637445,959.3716526824873,424.6283473175122,0.955287412223054,1.4308028088622677,-1.4308028088622677
sup1,sup1,424.6283473175122,424.6283473175122,440.6283473175122,408.6283473175122,0.5,16.0,-16.0
ref,sup1,959.3716526824873,408.6283473175122,960.661173419839,407.3388265801605,0.9597024769577603,1.2895207373517223,-1.2895207373516655
ref,sup1,960.661173419839,407.3388265801605,961.9324460788631,406.0675539211364,0.9602727294054952,1.2712726590241346,-1.2712726590241346
sup1,sup1,406.0675539211364,406.0675539211364,422.0675539211364,390.0675539211364,0.5,16.0,-16.0
ref,sup1,961.9324460788631,390.0675539211364,963.0796287992514,388.9203712007481,0.9641505399878667,1.1471827203882867,-1.1471827203882867
ref,sup1,963.0796287992514,388.9203712007481,964.2122925679366,387.78770743206286,0.964604257228587,1.1326637686852337,-1.1326637686852337
sup1,sup1,387.78770743206286,387.78770743206286,403.78770743206286,371.78770743206286,0.5,16.0,-16.0
sup1,ref,371.78770743206286,964.2122925679366,402.7644742307619,933.2355257692376,0.03197603754065546,30.976766798699032,-30.976766798699032
ref,sup1,933.2355257692376,402.7644742307619,934.6774688159745,401.32253118402497,0.9549392797894705,1.4419430467369239,-1.4419430467369239
sup1,sup1,401.32253118402497,401.32253118402497,417.32253118402497,385.32253118402497,0.5,16.0,-16.0
ref,sup1,934.6774688159745,385.32253118402497,935.9769166297134,384.0230833702861,0.9593922558206607,1.2994478137388796,-1.2994478137388796
ref,sup1,935.9769166297134,384.0230833702861,937.2578412027143,382.74215879728524,0.9599711070937235,1.2809245730009025,-1.2809245730008456
sup1,sup1,382.74215879728524,382.74215879728524,398.74215879728524,366.74215879728524,0.5,16.0,-16.0
sup1,ref,366.74215879728524,937.2578412027143,397.5863546560875,906.4136453439121,0.036118879412429694,30.844195858802266,-30.84419585880221
ref,sup1,906.4136453439121,397.5863546560875,908.0372064269959,395.96279357300364,0.9492637161536291,1.623561083083814,-1.623561083083871
sup1,sup1,395.96279357300364,395.96279357300364,411.96279357300364,379.96279357300364,0.5,16.0,-16.0
ref,sup1,908.0372064269959,379.96279357300364,909.4982660273041,378.50173397269543,0.9543418874903683,1.4610596003082037,-1.4610596003082037
ref,sup1,909.4982660273041,378.50173397269543,910.9360495982035,377.0639504017961,0.9550692634093961,1.4377835708993416,-1.4377835708993416
sup1,sup1,377.0639504017961,377.0639504017961,393.0639504017961,361.0639504017961,0.5,16.0,-16.0
sup1,ref,361.0639504017961,910.9360495982035,391.76820890986227,880.2317910901372,0.04049192162293164,30.704258508066175,-30.704258508066232
