Human1,Human2,Human3,Human4,Human5,Human6,Human7,llama2,llama3,mistral
0.6270280832033358,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.044456301111468026,0.9405421248050038,0.3135140416016679,0.0,0.4702710624025019,0.4702710624025019
0.0,0.9405421248050038,-0.26213314899651335,0.11784062896437728,0.0,-0.14676865570581848,-0.5242662979930267,-0.3813584601795658,0.3135140416016679,0.3135140416016679
0.354906569111807,0.059275068148624044,0.059275068148624044,0.9405421248050038,0.08891260222293605,0.47320875881574265,-0.017634594045172536,-0.017634594045172536,-0.017634594045172536,-0.017634594045172536
-0.14676865570581848,-0.3813584601795658,-0.3813584601795658,0.9405421248050038,0.3135140416016679,-0.29353731141163697,-0.14676865570581848,-0.3813584601795658,-0.3813584601795658,-0.3813584601795658
0.08891260222293605,0.08891260222293605,0.044456301111468026,0.47320875881574265,0.031230355577588673,0.9405421248050038,-0.037843066685250115,0.0,-0.019285351160960917,-0.019285351160960917
0.18337280700317976,0.0,0.9405421248050038,0.0785604193095848,0.23531744011041877,0.3031025398408753,0.0,0.0,0.0,0.0
0.4702710624025019,0.2248493859720443,-0.07338432785290924,0.9405421248050038,0.23513553120125094,0.16342167641090483,0.23513553120125094,0.0,0.0,0.0
0.9405421248050038,0.139144736977093,0.04728501954173833,0.4618175831982514,-0.2028403373761956,0.22367346585017517,0.19639500550602856,-0.4344084856013526,-0.37492885974055373,-0.37492885974055373
0.23513553120125094,0.3135140416016679,0.9405421248050038,0.23660437940787132,0.23513553120125094,0.23513553120125094,0.354906569111807,0.3135140416016679,0.3135140416016679,0.3135140416016679
0.752433699844003,-0.3389852979373918,-0.4766980752244573,0.9405421248050038,0.4436552762001561,0.6477243469584054,-0.13476086362723913,-0.1271194867265219,-0.2563762449868306,-0.2563762449868306
0.4702710624025019,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.9405421248050038,0.9405421248050038,0.9405421248050038
-0.3495108653286845,-0.25423897345304386,0.5677530150547118,-0.026451891067758818,-0.3945844057134452,0.9405421248050038,-0.13106657449825668,0.0,-0.17475543266434224,-0.17475543266434224
-0.09740918908854275,-0.17175756591751876,0.524514713700023,-0.04645749512751994,-0.012735628167862098,-0.23905438920415173,-0.11706878862671527,-0.615342826962743,-0.4063175149097328,-0.4063175149097328
-0.6101735362873053,0.3762168499220015,0.3762168499220015,0.5678505105788912,0.3300710526057236,0.9405421248050038,-0.30508676814365265,-0.15400452089268601,0.017845917472907757,0.017845917472907757
0.354906569111807,0.9405421248050038,-0.26599396688887095,0.4702710624025019,0.9405421248050038,0.4702710624025019,0.354906569111807,-0.3813584601795658,-0.3813584601795658,-0.3813584601795658
0.354906569111807,-0.3813584601795658,0.354906569111807,0.3135140416016679,0.9405421248050038,-0.3813584601795658,0.9405421248050038,0.0,0.0,0.0
0.0,0.0,0.3135140416016679,0.0,0.0,0.9405421248050038,0.0,0.23403050081296628,0.0,0.0
0.0,0.0,-0.3813584601795658,0.9405421248050038,0.0,0.9405421248050038,-0.26213314899651335,-0.26213314899651335,0.4702710624025019,0.4702710624025019
0.3815444201245501,0.4360507658566287,0.9405421248050038,0.3448522561980955,0.4991121857251756,0.3448522561980955,0.4991121857251756,-0.05870746228232738,0.06491072095145772,0.06491072095145772
0.0,0.3135140416016679,0.4702710624025019,0.9405421248050038,0.4702710624025019,0.9405421248050038,0.4702710624025019,0.4702710624025019,0.4702710624025019,0.4702710624025019
